IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
96,5,Yes,No,High,Low,Low
98,3,Yes,No,Medium,Medium,Low
109,7,No,No,High,Low,Low
102,1,No,Yes,High,High,High
79,5,No,No,Low,Low,High
105,3,No,Yes,High,High,High
109,2,Yes,No,High,Low,Medium
108,3,No,No,High,Low,High
116,10,No,Yes,Medium,High,Medium
112,4,Yes,No,Medium,Low,Low
106,2,No,No,High,High,Low
98,2,Yes,No,Low,Low,Medium
75,3,No,No,Low,Medium,Medium
106,2,No,No,High,Medium,Medium
103,6,No,No,Medium,Low,Medium
104,2,No,No,,Low,High
80,1,No,No,Low,Medium,Low
83,8,No,No,Medium,Low,Low
115,10,No,Yes,High,High,Low
99,4,No,No,High,Low,High
110,2,No,No,Medium,High,Medium
100,4,Yes,No,High,Low,Low
100,2,No,No,High,Low,Medium
114,5,No,Yes,Medium,High,Medium
92,7,No,No,Medium,High,Low
101,6,No,No,Low,Medium,Low
93,2,No,No,High,Low,Medium
93,4,No,No,Medium,High,Low
95,8,No,No,Medium,High,Low
103,7,Yes,No,Medium,Low,Medium
92,7,No,No,Low,High,Low
118,4,No,No,Low,Low,High
86,1,Yes,Yes,High,High,High
97,7,No,No,Medium,Low,Low
93,6,No,No,High,Medium,Low
121,8,Yes,No,High,Medium,High
102,5,No,No,Low,High,Medium
115,8,Yes,Yes,High,High,Medium
77,10,Yes,No,Low,Medium,High
104,8,No,Yes,High,High,High
113,9,Yes,Yes,High,Medium,Medium
101,1,No,No,High,High,Medium
115,3,No,Yes,High,High,Medium
92,6,No,No,Medium,High,Medium
121,4,No,No,Medium,Low,Medium
134,8,Yes,Yes,High,Low,High
94,10,No,No,Medium,High,High
93,1,No,No,Medium,Medium,Medium
121,5,Yes,Yes,Medium,High,Medium
123,4,Yes,Yes,High,Low,Medium
92,1,No,No,Medium,High,Low
93,10,No,Yes,High,High,Medium
95,6,No,No,Low,Medium,Medium
79,10,Yes,No,Medium,High,High
86,3,No,No,High,High,Low
84,5,Yes,No,Medium,High,Low
88,6,No,Yes,High,High,Medium
99,4,No,No,Medium,Medium,Low
103,10,Yes,No,Low,Medium,Low
123,10,Yes,No,Low,Low,High
85,6,No,No,High,Medium,High
114,7,Yes,Yes,High,Low,High
96,2,No,Yes,High,High,Medium
99,7,Yes,No,Medium,Medium,Medium
110,7,No,No,High,High,Low
83,2,Yes,No,Medium,Low,Medium
105,3,No,No,High,Low,High
102,3,No,No,High,Low,Low
107,1,Yes,Yes,High,High,Medium
104,1,Yes,No,Low,High,Medium
136,10,No,No,High,Medium,Medium
90,6,No,No,Medium,Low,High
92,9,Yes,No,High,Medium,Low
90,9,Yes,No,Medium,Low,Low
91,1,Yes,No,Medium,Low,Low
90,7,No,No,Medium,High,Medium
117,6,No,No,Medium,Low,Low
121,4,No,No,Medium,Low,Medium
91,3,No,No,High,Medium,Low
87,9,Yes,No,Medium,Medium,High
107,10,Yes,No,High,Low,High
91,5,No,No,High,Medium,Low
109,8,No,No,Medium,Low,High
103,4,No,No,High,Low,Medium
77,4,No,No,Low,Low,Medium
123,6,Yes,Yes,High,Low,High
126,6,No,No,Medium,Low,Medium
90,3,Yes,No,Medium,Low,Low
94,2,No,No,Medium,Medium,High
104,9,No,No,Medium,Low,Low
105,2,No,No,Low,High,Low
109,9,Yes,No,Medium,Medium,Low
130,8,No,No,High,Medium,Low
97,10,Yes,Yes,High,High,Medium
88,7,Yes,No,Medium,High,High
79,5,No,No,High,High,Medium
89,3,No,No,High,Medium,High
99,2,No,No,Low,High,Medium
126,8,Yes,Yes,High,High,High
92,2,No,No,Medium,Low,High
103,8,Yes,No,High,Low,High
99,5,Yes,No,High,High,Low
117,9,No,No,High,Medium,Low
137,4,Yes,Yes,High,High,Medium
92,8,Yes,No,Low,High,High
92,7,Yes,No,Medium,High,Medium
115,8,Yes,No,Medium,Low,High
110,5,No,No,High,High,Low
127,2,No,No,Low,Medium,Medium
108,7,No,No,High,Low,Low
94,3,Yes,No,Medium,High,High
108,10,No,No,Low,Medium,High
116,10,No,Yes,High,Low,High
112,10,No,Yes,Low,High,Medium
107,10,No,No,Medium,High,Medium
116,2,No,No,Low,Low,High
117,3,Yes,Yes,Medium,High,High
120,4,No,No,High,Low,High
109,10,Yes,No,High,Medium,High
97,7,Yes,No,Medium,Medium,Low
102,10,Yes,No,Medium,Low,Medium
118,1,No,No,Medium,Low,Medium
87,6,Yes,No,Medium,Medium,High
105,6,No,No,High,Low,Medium
94,8,Yes,No,High,Low,Low
100,2,No,No,Low,Low,Medium
119,2,Yes,Yes,Low,High,High
102,1,No,No,,Low,Low
100,3,No,No,High,High,Low
79,7,Yes,No,High,Low,High
111,8,No,Yes,High,Low,High
109,7,Yes,No,Medium,High,Low
132,9,No,No,Medium,High,Low
95,8,No,No,High,Low,Medium
103,8,Yes,No,High,Medium,High
103,2,No,No,Low,High,High
123,1,Yes,No,Medium,Low,High
98,6,No,No,Medium,Low,High
104,7,No,No,High,Low,Medium
109,6,No,No,Medium,Medium,High
102,7,No,No,Low,Medium,Low
93,8,No,No,High,Medium,High
102,2,No,No,Medium,High,High
116,1,No,No,Low,Low,Medium
84,10,No,No,Medium,High,Medium
101,8,No,No,Medium,Low,High
89,8,No,No,Medium,Low,Low
117,8,No,Yes,High,Low,High
77,10,Yes,No,High,Low,Medium
91,7,Yes,No,Medium,High,Medium
105,2,No,No,Medium,Medium,High
123,4,No,No,Medium,Medium,Low
99,9,Yes,No,Low,Medium,High
91,8,No,No,Low,Low,High
128,4,No,Yes,High,Low,High
78,8,No,No,Low,Medium,Low
67,10,No,No,Low,Medium,Low
106,6,Yes,No,Medium,Low,Medium
92,9,Yes,No,High,Medium,High
84,1,No,No,Low,Low,Medium
110,6,No,No,Low,Low,Medium
103,4,No,No,Medium,High,Low
91,3,No,Yes,High,High,High
80,5,Yes,No,Medium,High,Low
113,10,No,No,Medium,Low,High
109,8,Yes,No,Medium,Medium,High
98,10,No,Yes,High,High,High
127,6,Yes,No,Medium,Low,High
83,1,Yes,No,Low,High,Low
77,6,No,No,Medium,High,Low
89,7,No,No,High,Medium,High
99,6,No,No,Low,Low,Medium
103,3,No,No,Medium,Medium,Medium
96,9,Yes,No,Low,High,Medium
105,10,No,No,Low,Low,Medium
81,10,No,No,High,Medium,Low
121,4,No,Yes,Medium,High,High
98,5,No,No,High,Low,High
116,5,Yes,No,High,Medium,Low
105,3,Yes,No,Medium,High,Medium
106,2,No,No,Medium,Medium,High
108,8,Yes,No,High,High,Medium
106,7,No,No,Low,Low,Low
109,5,Yes,No,High,Medium,High
119,1,No,Yes,,Medium,Medium
102,10,Yes,No,Low,Medium,High
110,1,No,No,Low,Medium,Medium
98,8,No,No,Low,Medium,Low
121,4,Yes,Yes,High,Low,High
89,4,No,No,High,High,Low
127,9,Yes,Yes,High,Low,High
99,2,No,No,High,Low,High
78,5,No,No,Medium,Low,Medium
101,6,No,No,High,Low,Medium
89,6,Yes,No,High,Low,Low
112,10,Yes,No,Medium,Low,High
90,3,No,No,Medium,High,Medium
93,10,No,No,High,High,High
71,6,Yes,No,High,Medium,Low
93,10,No,No,High,High,Low
63,10,No,No,High,High,Low
76,5,Yes,No,High,Medium,Low
111,8,No,No,High,Medium,Medium
111,4,No,No,High,Low,Medium
106,10,No,Yes,High,High,High
85,10,Yes,No,High,High,Medium
99,3,No,No,Low,Medium,Low
99,6,Yes,No,Low,Medium,High
82,10,Yes,No,High,Low,Low
122,9,No,Yes,High,High,High
113,8,Yes,Yes,,Low,High
96,10,Yes,No,Medium,Medium,High
100,8,No,No,Medium,High,High
103,3,No,No,Medium,Low,Medium
69,1,No,No,Low,High,Low
96,3,No,No,High,Low,High
89,3,No,No,Low,Low,Medium
84,6,No,No,High,Low,Medium
95,3,Yes,Yes,High,High,Medium
126,2,No,No,Medium,Low,High
109,9,Yes,No,High,High,Low
91,6,No,No,Medium,Low,High
108,5,No,No,Medium,High,High
120,3,Yes,Yes,High,High,Medium
113,7,No,Yes,High,High,High
100,7,No,No,Low,Low,Medium
90,4,No,No,Low,High,Low
110,10,No,No,Low,Medium,Low
105,2,No,No,Medium,High,Medium
113,2,No,Yes,High,High,High
109,8,No,No,High,High,Medium
115,4,No,Yes,Medium,High,High
91,7,No,No,High,Low,High
119,3,Yes,No,High,Low,High
102,9,No,No,Medium,Medium,High
131,10,Yes,Yes,,High,Medium
89,9,Yes,Yes,High,High,Medium
126,7,No,Yes,High,High,Low
102,7,No,No,Medium,Medium,Low
90,1,No,Yes,High,High,High
92,10,Yes,No,Low,High,High
95,8,No,No,Medium,Medium,Medium
106,2,No,No,High,High,Low
107,8,No,No,Medium,Low,Medium
91,2,No,Yes,High,High,High
99,1,No,No,Medium,Medium,Low
132,8,No,Yes,Low,High,High
125,4,No,No,High,Low,Low
106,10,Yes,No,Medium,Low,Low
100,6,Yes,No,High,Low,Medium
101,10,No,No,Low,Low,Medium
109,10,Yes,No,,Medium,Low
84,1,Yes,No,Medium,High,Low
96,9,Yes,No,Medium,High,High
74,7,Yes,No,Low,High,High
105,5,Yes,No,,Medium,Medium
109,6,Yes,No,High,Low,High
92,3,Yes,No,High,Medium,High
123,9,No,Yes,Medium,High,High
81,2,Yes,No,High,Medium,Medium
78,10,No,No,Medium,Medium,Medium
103,1,No,No,Medium,Medium,Medium
115,1,No,No,Medium,Medium,High
125,10,Yes,Yes,High,High,Medium
93,2,Yes,Yes,High,High,High
116,6,Yes,No,Medium,Low,High
99,6,No,No,Medium,Low,High
97,9,No,No,High,Medium,Low
113,10,Yes,No,Low,Low,Medium
109,4,No,No,Medium,Low,High
76,8,Yes,No,Medium,Low,High
122,4,Yes,Yes,High,Low,Medium
120,3,No,No,High,Medium,Low
90,4,No,No,Medium,Low,Medium
105,1,No,No,Low,Low,Low
107,9,Yes,No,Medium,Medium,Medium
103,5,No,No,High,High,Low
91,7,No,No,Low,Low,Medium
89,3,Yes,No,Medium,Medium,Low
99,5,No,No,High,Low,High
117,10,No,Yes,High,Low,High
108,4,Yes,Yes,High,High,High
94,7,No,No,High,High,Low
111,5,No,No,Low,Low,Low
57,2,No,No,Low,Medium,Low
117,3,Yes,Yes,Medium,High,High
73,8,No,No,Medium,High,High
94,3,No,No,High,Low,Low
83,7,Yes,No,High,Medium,High
80,5,No,No,High,Low,Medium
117,7,No,No,Medium,Low,High
92,10,No,Yes,High,High,High
105,9,No,No,High,Low,Low
99,7,Yes,No,Low,High,Low
107,6,Yes,Yes,High,High,High
101,1,No,No,Medium,High,High
80,4,No,No,Low,High,Medium
114,8,Yes,Yes,High,Low,Medium
92,1,No,No,High,High,High
76,6,No,No,Low,Medium,Medium
93,2,Yes,No,Medium,High,Low
122,9,Yes,Yes,High,Medium,Medium
112,8,No,No,High,Low,Low
94,9,No,No,High,Low,Medium
94,9,No,No,Medium,High,Low
95,2,Yes,No,Low,Low,Low
131,2,No,No,Medium,Low,Medium
105,9,Yes,No,Medium,Medium,Medium
106,2,No,No,Medium,High,High
115,4,No,No,Low,High,Low
103,2,Yes,No,High,High,Medium
96,1,No,No,Medium,Medium,Low
97,10,Yes,No,High,Medium,High
98,7,No,No,Low,High,Medium
99,5,No,No,Medium,High,High
110,3,No,No,Low,Low,Medium
100,8,No,No,Medium,High,High
110,5,Yes,No,Low,Low,Medium
98,1,No,No,High,Low,Low
101,9,No,No,High,Low,Low
70,5,Yes,No,High,Medium,Medium
113,3,No,No,Low,High,Low
105,6,No,No,High,High,High
114,8,No,Yes,High,Medium,High
56,2,No,No,Low,High,Low
131,3,No,No,High,Medium,Medium
97,7,No,No,High,Low,High
116,2,No,No,High,Low,Low
84,5,No,Yes,High,High,High
109,9,Yes,No,High,Low,Low
84,7,Yes,No,High,Low,Medium
90,3,No,No,Medium,Medium,Medium
128,2,No,No,High,Medium,High
97,10,No,No,High,Medium,Low
103,9,No,No,High,Medium,High
113,9,Yes,Yes,,High,High
107,9,No,No,Low,Medium,High
102,10,No,No,Medium,High,High
105,3,Yes,No,Medium,Low,High
136,1,Yes,No,Medium,Medium,High
99,9,Yes,No,Medium,Low,Low
103,7,No,No,High,Low,Medium
115,2,No,Yes,Low,High,Medium
116,6,No,Yes,High,High,High
117,9,No,Yes,High,High,Low
109,8,Yes,No,Low,Low,Medium
82,6,No,No,Medium,High,Medium
124,6,Yes,Yes,High,Low,Medium
82,8,No,No,High,Medium,Low
104,9,Yes,Yes,High,High,High
88,8,No,Yes,High,High,High
99,1,Yes,No,High,Low,Low
104,2,Yes,No,High,Low,Medium
104,6,No,Yes,High,High,High
106,8,Yes,No,High,Low,Medium
124,4,No,No,High,Medium,Low
106,4,Yes,No,Low,Low,High
96,2,No,Yes,High,High,Medium
114,10,No,Yes,Medium,High,Medium
117,1,No,Yes,High,Low,High
81,10,No,No,Low,Medium,Low
108,9,No,No,Medium,Medium,Medium
110,7,No,No,Medium,Medium,Medium
95,9,Yes,No,Medium,Medium,High
120,2,Yes,No,Low,High,Low
97,10,No,No,High,Low,High
101,5,Yes,No,Low,High,Medium
97,2,Yes,No,Medium,High,Medium
100,10,No,No,Medium,High,Low
83,7,No,No,High,Low,Medium
78,9,Yes,No,Medium,High,Medium
123,3,No,Yes,Medium,High,Medium
87,1,Yes,No,Medium,Low,Medium
85,4,No,No,High,High,Low
67,4,No,No,Low,Medium,Low
90,6,Yes,No,Low,Medium,Low
80,5,No,No,Medium,Low,Low
124,5,No,Yes,,Medium,High
115,9,No,No,Medium,Low,Medium
89,1,No,No,High,Low,Low
133,8,Yes,No,Medium,Low,Low
114,8,No,Yes,High,High,High
95,8,No,No,Low,Low,High
62,3,Yes,No,Low,High,High
134,10,No,No,High,Medium,Medium
79,8,No,No,Medium,Low,Medium
75,2,Yes,No,Low,Medium,High
115,8,Yes,Yes,High,High,Low
136,8,No,Yes,High,High,Low
120,3,No,No,Medium,Low,Medium
108,4,Yes,No,High,Medium,Low
108,9,No,No,High,Medium,Low
112,9,No,No,High,Low,Low
111,10,Yes,No,High,Low,High
104,9,No,No,High,Medium,Medium
101,10,Yes,No,Medium,Medium,Low
99,6,No,No,Medium,Low,High
88,1,No,No,Medium,Medium,Low
95,8,Yes,No,Medium,Low,High
74,9,No,No,Medium,Medium,Medium
98,8,Yes,No,Low,High,Low
85,1,No,No,High,Low,Low
83,6,No,No,High,Low,Medium
102,9,Yes,No,High,Medium,High
120,9,Yes,Yes,Low,High,High
113,7,Yes,Yes,Low,High,High
76,7,Yes,No,High,High,Medium
85,4,No,No,High,Low,Low
114,7,No,Yes,Low,High,Medium
85,10,No,No,Medium,Medium,High
96,5,No,No,High,Low,High
108,10,Yes,No,Low,Low,Low
85,5,Yes,No,High,Medium,High
101,1,Yes,No,Medium,Medium,Medium
79,2,Yes,No,Medium,Low,High
90,9,No,No,Medium,Low,Low
104,2,Yes,No,Medium,Low,High
76,10,No,No,Medium,High,Low
106,2,Yes,No,High,Medium,High
99,9,No,Yes,High,High,Medium
108,3,Yes,No,High,Low,High
103,2,No,No,High,Low,High
120,7,Yes,No,Medium,Low,Medium
101,9,Yes,No,High,Medium,Medium
93,6,Yes,No,Medium,High,Medium
101,7,Yes,No,High,Medium,Low
108,3,Yes,No,Medium,Low,Medium
100,3,Yes,Yes,High,High,Medium
100,8,No,No,High,Low,High
89,7,Yes,No,Medium,High,Medium
90,5,No,No,Low,Low,High
78,6,No,No,Medium,High,High
126,9,No,No,Medium,Medium,Low
81,3,No,No,High,Low,High
89,3,No,Yes,High,High,Medium
89,6,Yes,No,High,Medium,Medium
113,8,Yes,No,High,Low,Medium
95,5,No,No,High,Low,Low
118,1,Yes,No,Low,Medium,Medium
89,3,No,No,Low,Low,Low
104,8,No,No,High,Low,Medium
87,4,No,No,High,Medium,Medium
132,9,Yes,No,Low,Low,Low
82,6,Yes,No,Medium,High,High
104,10,Yes,No,High,Medium,Low
109,4,No,No,High,Low,Low
106,4,No,No,High,Low,High
97,10,No,No,Medium,Medium,High
98,5,Yes,No,High,Low,High
100,7,Yes,No,Medium,Low,High
97,7,No,No,High,High,Low
114,10,Yes,No,High,Low,Low
133,7,Yes,No,Low,Low,High
91,5,Yes,No,High,Low,Low
79,9,Yes,No,Medium,High,Low
98,2,No,No,Medium,Low,Low
138,8,Yes,Yes,High,Low,High
87,10,No,No,High,Low,Low
124,8,Yes,Yes,High,Medium,Medium
125,3,No,No,Medium,Low,Low
91,5,No,No,Medium,High,Low
108,8,Yes,No,High,Medium,Medium
124,10,Yes,No,Low,Medium,High
94,9,Yes,No,High,Medium,Low
96,7,No,No,Medium,High,Medium
91,4,No,No,High,Low,Medium
84,4,No,No,Medium,High,Medium
90,3,Yes,No,High,Medium,Medium
81,8,No,No,High,Low,High
100,6,Yes,No,Medium,Medium,Low
88,10,Yes,No,High,Medium,Low
103,6,No,Yes,High,High,Medium
76,10,No,No,High,High,Low
104,10,Yes,No,High,Medium,Low
112,9,Yes,No,Medium,Medium,Medium
70,3,No,No,Medium,Low,Low
105,4,No,No,Low,Low,Medium
118,3,No,Yes,Medium,High,High
81,3,Yes,No,Medium,Medium,High
125,1,No,No,High,Medium,High
106,10,Yes,No,Low,Low,High
89,6,No,No,Low,Low,Medium
99,9,Yes,No,Low,Low,Low
108,5,Yes,Yes,High,High,High
101,10,No,No,High,Low,High
108,2,No,No,Medium,High,High
86,10,Yes,No,High,Medium,High
102,4,No,No,Low,Low,Medium
78,6,No,No,,High,Low
98,7,Yes,No,High,High,High
86,7,No,No,Low,Low,Low
88,4,No,No,High,Medium,High
118,10,Yes,Yes,High,Low,Medium
116,10,No,No,Medium,Low,Medium
109,5,No,No,High,Low,Low
83,4,No,No,Medium,Medium,Low
95,10,No,No,Medium,Medium,Low
118,6,No,No,Low,Low,High
102,7,Yes,No,Low,Low,High
134,2,No,No,Low,Medium,Medium
105,10,No,No,High,Medium,Low
102,3,Yes,No,Low,High,High
95,8,No,No,Medium,Medium,Low
102,7,Yes,No,High,Medium,High
97,1,No,No,High,Medium,High
110,4,No,No,,High,Low
114,5,No,Yes,High,High,Medium
88,3,Yes,No,High,Low,Medium
80,4,No,Yes,High,High,Medium
72,10,No,No,High,Low,Low
107,10,No,Yes,High,High,Medium
83,10,Yes,No,Low,Medium,High
67,7,No,No,Medium,Low,High
105,8,Yes,No,High,Low,Medium
137,9,No,No,Medium,Low,Medium
99,2,No,No,Medium,Low,Low
112,4,No,No,High,Low,Low
101,1,No,No,High,Low,Medium
98,3,No,No,Low,Medium,Low
113,8,No,No,High,Medium,Low
95,7,No,No,High,Low,Medium
104,8,Yes,No,High,Low,Low
104,6,No,Yes,High,High,High
89,5,Yes,No,High,Low,Low
114,10,No,No,Medium,Low,Low
97,9,Yes,No,Medium,Medium,Low
88,5,Yes,No,High,High,Low
108,9,No,No,High,Low,High
86,4,No,No,High,Low,High
100,5,Yes,No,High,Medium,High
99,1,Yes,No,Medium,High,Low
116,6,Yes,No,High,Low,Low
107,3,No,No,Medium,Low,Medium
99,10,Yes,No,Low,Medium,Medium
112,2,No,No,Medium,Low,Medium
120,6,Yes,No,Low,High,Low
108,1,No,No,High,Medium,Low
100,9,No,No,Medium,Low,Medium
80,5,Yes,No,Medium,Medium,High
84,7,Yes,No,High,Low,Medium
95,10,No,No,Medium,Medium,Medium
90,9,No,No,Low,High,High
97,9,No,No,Medium,Medium,High
100,7,No,No,Low,Low,Medium
107,4,Yes,No,Low,High,Low
98,4,Yes,No,Low,Medium,High
107,7,Yes,No,High,High,Low
100,8,Yes,No,Low,Medium,High
70,7,No,No,Medium,Medium,Low
85,10,No,Yes,High,High,High
97,4,No,No,High,Medium,Medium
81,4,Yes,No,High,Low,High
108,8,Yes,No,Medium,Medium,High
122,9,Yes,No,Medium,Medium,High
118,7,No,Yes,High,High,Medium
96,3,No,No,Low,Medium,Medium
122,10,Yes,No,Low,Low,Low
102,1,No,No,High,Medium,Low
94,5,No,No,High,High,Medium
90,6,No,No,High,High,Low
95,9,Yes,No,High,High,Low
94,5,No,No,Medium,High,Medium
102,1,Yes,No,High,Medium,Low
102,4,No,No,Medium,Low,High
100,2,Yes,Yes,High,High,Medium
106,4,No,No,High,Medium,Low
117,7,No,Yes,High,Low,High
114,9,No,No,Low,Medium,High
77,3,Yes,Yes,High,High,High
61,3,No,No,Medium,High,Medium
114,4,No,No,Low,Low,High
79,7,Yes,Yes,High,High,Medium
96,6,No,No,Low,Medium,Low
82,5,Yes,Yes,High,High,Medium
72,4,No,No,Low,High,Low
108,8,Yes,No,High,Low,Low
111,4,No,Yes,Medium,High,High
91,3,Yes,No,Medium,High,Medium
61,7,Yes,No,Medium,Low,High
91,2,No,No,High,Low,Medium
105,4,No,No,Medium,Low,Medium
77,8,No,No,High,Medium,Medium
102,4,Yes,No,Low,Low,Low
99,10,No,No,Low,High,High
108,7,Yes,No,Low,Low,Medium
101,2,Yes,No,High,High,Medium
85,5,No,No,High,High,Low
117,4,No,No,High,Low,Low
97,9,Yes,No,Medium,Medium,Medium
99,7,Yes,No,Medium,High,Low
86,9,Yes,No,High,Medium,Low
93,10,No,No,Medium,High,Low
86,7,No,No,Medium,Medium,Medium
97,2,No,No,High,High,Low
125,2,No,No,Medium,Low,High
79,2,No,No,Low,Low,Low
75,5,No,No,Low,High,Low
122,1,No,Yes,High,High,Medium
96,7,No,No,Low,High,Medium
89,2,Yes,No,Low,Medium,High
115,4,Yes,No,Medium,Medium,Low
90,9,No,No,Low,Medium,Low
127,8,Yes,No,Low,Medium,High
110,10,Yes,No,High,Low,Low
92,2,Yes,No,Low,Medium,Low
132,4,No,No,High,Low,High
90,4,No,No,Medium,High,Low
111,2,Yes,Yes,High,High,Medium
104,2,No,No,Medium,Low,Medium
119,5,No,No,Low,Medium,Low
123,4,No,Yes,High,High,Medium
100,8,No,No,Medium,Medium,Low
88,4,Yes,Yes,High,High,High
106,8,Yes,No,Medium,Low,Low
89,5,No,No,High,Low,High
130,1,No,Yes,High,High,Medium
102,9,No,No,,Low,Medium
94,8,No,No,High,Low,Low
102,1,Yes,No,High,High,Medium
79,3,No,No,High,Low,High
85,3,Yes,No,High,High,Low
118,5,Yes,Yes,High,Medium,High
90,7,No,No,Medium,Medium,Medium
84,1,No,No,High,Low,High
108,1,No,No,Medium,High,Low
117,10,No,No,High,Medium,Low
110,6,No,No,Low,High,High
114,5,Yes,Yes,Medium,High,Medium
88,3,Yes,No,High,Medium,Low
78,3,No,No,Low,High,Medium
122,4,No,No,High,Low,Medium
95,10,Yes,No,High,Low,Medium
96,2,No,No,Low,High,High
119,9,No,No,Medium,Low,Medium
108,4,No,No,Medium,Medium,High
106,10,No,No,Medium,Low,High
132,3,No,Yes,High,Medium,High
90,10,No,No,High,Medium,High
113,7,No,No,Low,Medium,Low
100,9,No,No,Medium,Low,High
104,2,Yes,No,Medium,Low,Medium
122,6,No,Yes,High,Low,High
107,5,Yes,No,Medium,Medium,Medium
108,1,Yes,No,Low,High,High
116,7,Yes,No,High,Medium,Low
94,1,Yes,Yes,High,High,High
87,10,Yes,No,Medium,Low,Medium
84,9,No,No,Medium,High,Medium
70,4,No,Yes,High,High,Medium
130,8,Yes,Yes,High,Low,Medium
83,1,No,Yes,High,High,Medium
96,5,No,No,High,Medium,Low
95,3,Yes,No,,High,Low
104,4,No,Yes,High,High,High
112,4,No,Yes,High,High,High
112,8,No,Yes,High,Low,Medium
91,10,Yes,No,High,Medium,Medium
97,10,No,No,Low,High,Low
104,3,No,No,Medium,Medium,High
96,1,No,Yes,High,High,Medium
124,5,No,No,Medium,Low,Medium
107,2,No,No,High,Medium,High
111,6,Yes,No,Medium,Medium,High
109,4,No,No,High,Low,Low
117,9,No,No,Low,Low,High
102,7,No,No,High,Low,Medium
80,2,No,No,High,High,Medium
105,7,Yes,No,Low,High,Low
90,10,No,No,High,Low,High
92,8,No,No,Medium,High,Low
108,3,Yes,No,Medium,Low,Medium
118,3,Yes,No,Medium,Low,Medium
100,2,No,No,Low,High,High
104,1,No,No,,Low,Medium
125,3,No,No,Low,Low,Low
103,10,No,No,High,Low,Medium
139,7,Yes,No,Medium,Medium,Medium
108,9,No,No,High,Medium,High
73,9,No,No,Medium,Medium,High
111,6,No,Yes,High,High,Low
105,6,Yes,No,High,Medium,Low
119,5,No,Yes,High,High,Low
110,2,Yes,No,Low,Low,Medium
97,7,Yes,No,High,Medium,High
81,1,No,No,Medium,Low,High
96,6,Yes,No,Low,Low,High
87,4,No,No,High,Low,Low
91,3,No,No,Medium,Low,High
108,1,No,No,High,Medium,Medium
125,6,Yes,No,High,Low,Low
105,7,Yes,No,Medium,Low,Medium
82,1,No,No,Medium,Low,Medium
106,1,No,No,Low,Medium,High
117,7,Yes,Yes,High,Low,Medium
90,6,No,No,High,Medium,Low
97,7,Yes,No,Medium,High,High
100,8,No,No,High,Low,High
88,8,No,No,High,Low,High
109,9,Yes,No,Medium,Low,Low
98,9,No,No,Medium,Medium,High
106,7,No,No,High,Low,Low
86,9,No,No,High,Low,Medium
93,6,Yes,No,Low,High,Low
110,9,Yes,No,Low,Medium,Medium
94,2,No,No,Low,High,Low
125,2,No,Yes,High,High,High
94,6,Yes,No,High,Low,Low
103,3,Yes,No,Medium,High,High
113,2,No,No,Low,Medium,Medium
78,8,No,No,High,High,Low
73,7,Yes,No,High,Low,Medium
77,8,Yes,No,High,Medium,High
118,6,No,No,High,Medium,Medium
91,9,No,No,High,Medium,High
138,9,Yes,No,Low,Low,Low
91,2,No,No,Medium,High,Low
102,10,No,No,Low,Medium,Low
123,5,No,Yes,High,Low,Medium
130,9,Yes,No,Low,Medium,Low
130,3,Yes,No,High,Low,High
118,5,Yes,No,Medium,High,Low
115,8,Yes,No,Medium,High,Low
108,2,Yes,No,High,Medium,High
111,6,Yes,Yes,Medium,High,High
91,4,Yes,No,Medium,Low,Low
87,6,No,Yes,High,High,Medium
99,3,No,No,Low,Low,Medium
97,6,Yes,No,High,Low,Medium
93,7,No,No,High,Medium,High
110,10,No,No,High,High,Low
114,3,Yes,Yes,High,Medium,High
101,5,Yes,No,Medium,Low,Low
122,8,No,Yes,High,High,High
82,2,Yes,No,Low,High,High
97,7,No,No,Medium,Low,Medium
89,1,No,No,Low,High,Medium
72,7,Yes,No,Medium,Low,Low
98,1,No,Yes,High,High,Medium
98,4,Yes,No,Medium,Low,High
122,4,Yes,Yes,High,High,Medium
109,5,No,No,High,Low,High
84,2,No,No,Medium,Medium,Medium
127,6,Yes,Yes,,Low,Medium
118,6,Yes,No,Medium,Medium,Low
108,8,No,Yes,High,High,Medium
96,10,No,No,Medium,High,Low
85,1,No,No,Low,Low,High
94,4,Yes,No,Medium,Medium,High
116,2,Yes,Yes,High,Low,High
128,8,No,No,Low,Low,Medium
123,4,Yes,No,Low,Medium,Low
92,8,Yes,No,Low,Low,Medium
83,2,No,No,High,High,Low
102,4,Yes,No,High,Medium,Low
73,9,Yes,No,High,Low,Low
104,5,Yes,No,High,Medium,Medium
97,6,No,No,High,Low,High
93,10,No,No,High,High,Low
76,9,No,No,High,Medium,Low
107,9,No,No,High,Medium,Low
92,7,No,No,High,Low,Medium
82,2,No,No,Medium,Low,Low
56,7,Yes,Yes,High,High,Medium
99,9,No,No,High,Medium,High
126,2,Yes,No,Low,Low,Medium
124,7,No,No,Low,High,Low
93,7,No,Yes,,High,Medium
90,3,Yes,No,Medium,Low,Low
107,6,No,No,High,High,Low
